taxa	name	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Translation table	# descendant genomes	Lineage: GC mean	Lineage: GC std	Lineage: genome size (Mbp) mean	Lineage: genome size (Mbp) std	Lineage: gene count mean	Lineage: gene count std
UML_B.002.2k	UML_B.002.2k	k__Bacteria (UID2565)	2921	152	93	78.46	11.73	0.0	1531213	0	367	367	4611	4611	4172	4172	20008	20008		5.09			1607	31	104	11	6	0	0	28	8	UID2982	k__Bacteria	p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae		1.531213	1607			88.0	44.228229498299996	7.813765989760001	2.42188205682	2.1921334645400004	2142.11363636	1851.65080175
UML_B.003.2k	UML_B.003.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	169590	0	44	44	3939	3939	3854	3854	13971	13971		7.27			193	56	0	0	0	0	0	0	0			unresolved		0.16959000000000002	193									
UML_B.004.2k	UML_B.004.2k	c__Deltaproteobacteria (UID3216)	83	247	155	62.81	1.22	0.0	1484790	0	395	395	3973	3973	3758	3758	16458	16458		5.22			1674	93	147	7	0	0	0	16	2	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		1.48479	1674			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
UML_B.005.2k	UML_B.005.2k	c__Deltaproteobacteria (UID3216)	83	247	155	86.79	11.45	8.7	2886135	0	337	337	13401	13401	8564	8564	58138	58138		5.43			2928	35	189	23	0	0	0	32	1	UID3217	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	o__Syntrophobacterales;f__Syntrophaceae;g__Desulfomonile;s__Desulfomonile_tiedjei		2.886135	2928			62.0	56.1284551379	8.30705690322	4.24122095161	0.9491114780869999	3829.01612903	789.75088951
UML_B.006.2k	UML_B.006.2k	k__Bacteria (UID203)	5449	104	58	30.3	9.46	2.86	451782	0	121	121	3708	3708	3733	3733	19980	19980		7.47			519	53	29	17	4	1	0	15	18	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea		0.45178199999999996	519			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
UML_B.007.2k	UML_B.007.2k	k__Bacteria (UID1452)	924	151	101	13.7	0.0	0.0	238784	0	55	55	5165	5165	4341	4341	13932	13932		6.14			234	116	35	0	0	0	0	23	0	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.23878400000000002	234			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
UML_B.008.2k	UML_B.008.2k	k__Bacteria (UID203)	5449	104	58	69.57	7.47	0.0	612928	0	133	133	5261	5261	4608	4608	29498	29498		6.18			756	29	69	6	0	0	0	29	2	UID1	k__Bacteria (root)	k__Bacteria		0.612928	756			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
UML_B.009.2k	UML_B.009.2k	k__Bacteria (UID209)	5443	105	59	37.37	0.0	0.0	545578	0	143	143	3879	3879	3815	3815	12559	12559		8.31			538	67	38	0	0	0	0	15	0	UID223	k__Bacteria	p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae		0.545578	538			5429.0	49.3028086303	13.0497836745	3.8116536408199995	1.8262100867500002	3598.01565666	1663.23352454
UML_B.010.2k	UML_B.010.2k	k__Bacteria (UID203)	5449	104	58	81.03	38.4	1.47	1140722	0	179	179	8556	8556	6372	6372	33685	33685		3.49			1138	13	52	26	12	1	0	18	21	UID2307	k__Bacteria	p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;s__Chthonomonas_calidirosea		1.140722	1138			23.0	55.9597818041	5.95590811758	3.9070339565199994	1.7333307660799997	3352.7826087	1254.52443636
UML_B.011.2k	UML_B.011.2k	k__Bacteria (UID203)	5449	103	58	54.6	18.42	0.0	686078	0	181	181	4102	4102	3790	3790	18235	18235		6.93			762	34	45	20	3	1	0	23	11	UID2142	k__Bacteria	p__Cyanobacteria		0.686078	762			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
UML_B.012.2k	UML_B.012.2k	k__Bacteria (UID2329)	174	149	89	36.61	4.49	0.0	595151	0	186	186	3112	3112	3199	3199	9641	9641		3.71			568	96	48	5	0	0	0	15	0	UID2329	k__Bacteria	p__Tenericutes;c__Mollicutes		0.595151	568			174.0	29.3511519692	4.74536573391	1.46226449425	0.950537413827	1377.33908046	1002.10203496
UML_B.013.2k	UML_B.013.2k	k__Bacteria (UID203)	5449	104	58	63.03	24.43	0.0	971434	0	249	249	4096	4096	3901	3901	21906	21906		6.6			1102	42	43	17	2	0	0	16	7	UID207	k__Bacteria	p__Dictyoglomi;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceaeg__Dictyoglomus;f__Dictyoglomaceaeg__Dictyoglomus		0.971434	1102			3.0	33.854856506	0.0886942929174	1.9048040000000002	0.0428384824895	1913.0	40.4722126897
UML_B.014.2k	UML_B.014.2k	k__Bacteria (UID203)	5449	104	58	76.72	29.44	0.0	2659225	0	798	798	3299	3299	3332	3332	13432	13432		10.04			3193	29	50	18	7	0	0	20	5	UID1	k__Bacteria (root)	k__Bacteria		2.659225	3193			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
UML_B.015.2k	UML_B.015.2k	k__Bacteria (UID203)	5449	103	58	74.14	43.28	1.64	1980917	0	490	490	4354	4354	4042	4042	25119	25119		4.98			2138	18	38	40	7	0	0	17	20	UID2142	k__Bacteria	p__Cyanobacteria		1.9809169999999998	2138			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
UML_B.016.2k	UML_B.016.2k	k__Archaea (UID2)	207	149	107	41.55	14.17	0.0	996029	0	281	281	3489	3489	3544	3544	21616	21616		8.78			1261	82	52	10	5	0	0	17	9	UID1	k__Archaea (root)	k__Archaea		0.996029	1261			5656.0	49.275266001400006	13.0081081425	3.76173456931	1.8165513491299998	3559.91760962	1650.82761538
UML_B.017.2k	UML_B.017.2k	k__Bacteria (UID1452)	924	151	101	62.15	2.04	83.33	936028	0	278	278	3446	3446	3367	3367	12953	12953		6.57			1091	47	98	6	0	0	0	31	2	UID2322	k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes	o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides;s__Dehalococcoides_mccartyi		0.9360280000000001	1091			8.0	51.6801742069	5.60843422503	2.56676975	1.94644166535	2389.75	1444.1793301
UML_B.018.2k	UML_B.018.2k	k__Bacteria (UID203)	5449	104	58	12.7	0.0	0.0	138526	0	49	49	2753	2753	2827	2827	6208	6208		5.19			166	92	12	0	0	0	0	2	0	UID2309	k__Bacteria;p__Chloroflexi	unresolved		0.138526	166			14.0	58.5159979235	4.80948739763	4.70641157143	1.0439035214	3933.14285714	717.1834649860001
UMS_A.001.2k	UMS_A.001.2k	o__Burkholderiales (UID4105)	54	553	264	97.98	6.88	3.33	5467851	0	63	63	171274	171274	86791	86791	649378	649378		2.98			4955	18	509	24	2	0	0	28	4	UID4156	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	s__		5.4678510000000005	4955			2.0	64.4414944891	0.800416691442	4.7929635	0.8049795	4420.0	695.0
UMS_A.002.2k	UMS_A.002.2k	c__Alphaproteobacteria (UID3422)	26	529	308	97.64	2.55	33.33	3566852	0	86	86	70978	70978	41475	41475	284023	284023		2.86			3494	16	498	15	0	0	0	34	2	UID3442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__		3.5668519999999995	3494			3.0	66.91232147640001	0.237989743615	3.382171	0.199294673709	3393.33333333	210.556933446
UMS_A.003.2k	UMS_A.003.2k	o__Oceanospirillales (UID4446)	43	529	233	86.48	2.19	63.64	4619516	0	598	598	10648	10648	7724	7724	67175	67175		2.92			4636	119	399	11	0	0	0	12	0	UID4487	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas	s__		4.619516	4636			2.0	43.5165823481	0.922514183256	4.781572	0.318772	4423.0	186.0
UMS_A.004.2k	UMS_A.004.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	5884502	0	1442	1442	4287	4287	4080	4080	56536	56536		7.53			9388	56	0	0	0	0	0	0	0			unresolved		5.8845019999999995	9388									
UMS_A.005.2k	UMS_A.005.2k	k__Bacteria (UID203)	5449	104	58	24.14	1.57	0.0	249929	0	26	26	40946	40946	9612	9612	121403	121403		10.09			298	74	20	10	0	0	0	7	8	UID4641	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__;f__;g__;s__		0.24992899999999998	298			35.0	51.5740100042	4.37303087822	4.2992158	0.8457201578039999	3783.28571429	617.448046232
UMS_A.006.2k	UMS_A.006.2k	k__Bacteria (UID203)	5449	104	58	40.69	0.0	0.0	3438608	0	634	634	6516	6516	5423	5423	45644	45644		2.2			3385	75	29	0	0	0	0	2	0	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		3.4386080000000003	3385			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
UMS_A.007.2k	UMS_A.007.2k	k__Bacteria (UID203)	5449	103	57	95.45	64.27	0.0	5426432	0	145	145	103206	103206	37423	37423	379613	379613		4.76			5005	14	49	29	11	0	0	23	11	UID4855	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	s__Shewanella_baltica		5.426432	5005			9.0	46.0097631341	0.494200345462	5.251406222219999	0.24248937374	4636.88888889	207.38126158
UMS_A.008.2k	UMS_A.008.2k	k__Bacteria (UID203)	5449	103	57	14.04	6.7	29.63	102611	0	19	19	7408	7408	5400	5400	15841	15841		9.33			134	61	25	12	5	0	0	18	14	UID4855	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella	s__Shewanella_baltica		0.102611	134			9.0	46.0097631341	0.494200345462	5.251406222219999	0.24248937374	4636.88888889	207.38126158
UMS_A.009.2k	UMS_A.009.2k	c__Alphaproteobacteria (UID3422)	26	529	308	96.09	4.05	29.17	2894385	0	187	187	27346	27346	15477	15477	116971	116971		4.39			3004	34	471	24	0	0	0	30	5	UID3440	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved		2.8943849999999998	3004			5.0	67.4801846146	0.7217883714309999	3.3624632000000005	0.171649814813	3364.4	173.002427729
UMS_A.010.2k	UMS_A.010.2k	k__Bacteria (UID203)	5449	104	58	96.55	40.52	3.53	4638574	0	145	145	138464	138464	31990	31990	470204	470204		8.42			4516	3	40	49	12	0	0	9	34	UID3431	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales_2;f__Hyphomonadaceae	o__Rhodobacterales;g__Hyphomonas;s__Hyphomonas_neptunium		4.638574	4516			2.0	60.932466924399996	0.997816331724	3.491393	0.213628	3418.5	158.5
UMS_A.011.2k	UMS_A.011.2k	k__Bacteria (UID203)	5449	104	58	39.62	6.9	0.0	2229818	0	139	139	41061	41061	16041	16041	116879	116879		4.49			2147	73	27	4	0	0	0	6	3	UID3435	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	g__Phenylobacterium;s__Phenylobacterium_zucineum		2.229818	2147			5.0	68.29336386760001	1.5043375526700002	4.794144999999999	0.807381777259	4457.0	715.115934657
UMS_A.012.2k	UMS_A.012.2k	k__Bacteria (UID203)	5449	104	58	32.76	23.35	14.75	493562	0	71	71	9750	9750	6951	6951	26412	26412		3.02			467	60	23	4	7	2	8	13	14	UID4156	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	g__Verminephrobacter;s__Verminephrobacter_eiseniae		0.493562	467			2.0	64.4414944891	0.800416691442	4.7929635	0.8049795	4420.0	695.0
UMS_A.013.2k	UMS_A.013.2k	k__Bacteria (UID203)	5449	103	57	58.77	19.75	34.04	921163	0	114	114	12068	12068	8080	8080	63096	63096		6.0			930	30	45	20	7	1	0	15	20	UID4491	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	g__Pseudomonas		0.921163	930			158.0	61.010279366800006	2.4910185212	5.82710734177	0.7742289054100001	5372.39240506	682.421051542
UMS_A.014.2k	UMS_A.014.2k	c__Alphaproteobacteria (UID3422)	26	529	308	64.7	13.85	3.08	4034017	0	207	207	45704	45704	19488	19488	188558	188558		6.58			4033	202	264	62	1	0	0	25	0	UID3435	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	g__Phenylobacterium;s__Phenylobacterium_zucineum		4.0340169999999995	4033			5.0	68.29336386760001	1.5043375526700002	4.794144999999999	0.807381777259	4457.0	715.115934657
UMS_A.015.2k	UMS_A.015.2k	o__Oceanospirillales (UID4446)	43	529	233	79.82	65.39	23.05	11036863	0	1068	1068	21753	21753	10334	10334	184964	184964		5.5			11131	157	199	119	43	8	3	11	3	UID4487	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas	s__		11.036863	11131			2.0	43.5165823481	0.922514183256	4.781572	0.318772	4423.0	186.0
UMS_A.016.2k	UMS_A.016.2k	c__Gammaproteobacteria (UID4444)	263	507	232	73.23	46.64	33.82	3680357	0	231	231	28085	28085	15932	15932	157781	157781		4.11			3608	110	177	151	56	10	3	21	7	UID4488	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	f__Pseudomonadaceae		3.680357	3608			185.0	61.566802405299995	3.2674993009599995	5.8619976756800005	0.783738274377	5411.85945946	702.338396709
UMS_A.017.2k	UMS_A.017.2k	k__Bacteria (UID203)	5449	104	58	73.45	12.07	12.5	4920914	0	142	142	106063	106063	34654	34654	315923	315923		8.51			4466	52	44	8	0	0	0	7	1	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		4.920914	4466			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
UMS_A.018.2k	UMS_A.018.2k	c__Gammaproteobacteria (UID4761)	52	693	297	10.03	0.37	0.0	320742	0	47	47	8248	8248	6824	6824	94077	94077		9.59			362	620	71	1	1	0	0	16	0	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		0.320742	362			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
UMS_A.019.2k	UMS_A.019.2k	c__Alphaproteobacteria (UID3422)	26	529	308	49.32	9.4	23.4	2366667	0	410	410	9611	9611	5772	5772	57245	57245		8.48			2662	281	201	47	0	0	0	16	4	UID3440	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved		2.3666669999999996	2662			5.0	67.4801846146	0.7217883714309999	3.3624632000000005	0.171649814813	3364.4	173.002427729
UMS_A.020.2k	UMS_A.020.2k	c__Gammaproteobacteria (UID4761)	52	693	297	8.9	1.26	10.0	917120	0	178	178	5607	5607	5152	5152	99360	99360		6.73			1148	616	69	7	1	0	0	10	0	UID4806	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__		0.91712	1148			6.0	48.9928982875	2.15722032023	4.0470496666699995	0.31166346239	3801.66666667	249.725627217
UMS_A.021.2k	UMS_A.021.2k	c__Betaproteobacteria (UID3888)	323	387	234	99.43	0.45	33.33	3339930	0	41	41	148862	148862	81461	81461	339982	339982		2.59			3175	2	382	3	0	0	0	43	0	UID4105	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	f__Burkholderiaceae;g__Limnobacter;s__		3.3399300000000003	3175			54.0	65.4270497459	3.6512949878300005	5.16920692593	1.31133744154	4847.55555556	1196.01218046
UMS_A.022.2k	UMS_A.022.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	488708	0	3	3	303097	303097	162902	162902	303097	303097		0.84			555	56	0	0	0	0	0	0	0			unresolved		0.488708	555									
UMS_A.023.2k	UMS_A.023.2k	k__Bacteria (UID203)	5449	104	58	52.59	9.62	2.7	3843220	0	718	718	5928	5928	5352	5352	182604	182604		3.91			3968	47	28	25	4	0	0	2	19	UID4487	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas	s__		3.8432199999999996	3968			2.0	43.5165823481	0.922514183256	4.781572	0.318772	4423.0	186.0
UMS_A.024.2k	UMS_A.024.2k	o__Rhizobiales (UID3450)	238	513	244	84.52	1.45	11.11	3141933	0	181	181	26344	26344	17358	17358	102359	102359		3.33			3085	82	422	9	0	0	0	29	0	UID3457	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	g__Mesorhizobium		3.1419330000000003	3085			24.0	62.6072126738	0.8484628623370001	6.505638083330001	0.897447015466	6357.66666667	868.6187151
UMS_A.025.2k	UMS_A.025.2k	k__Bacteria (UID203)	5449	104	58	70.69	8.62	16.67	5165466	0	520	520	35361	35361	9933	9933	384054	384054		7.86			5613	56	42	6	0	0	0	8	0	UID3358	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	g__Celeribacter;s__Celeribacter_baekdonensis		5.165466	5613			3.0	62.6750707103	3.1696216197500005	4.156437	0.396993045343	4209.0	469.972339612
UMS_A.026.2k	UMS_A.026.2k	k__Bacteria (UID203)	5449	104	58	86.21	25.0	68.75	6651833	0	757	757	36047	36047	8787	8787	268018	268018		2.53			6540	46	42	16	0	0	0	7	3	UID4810	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales_2;f__Chromatiaceae;g__Rheinheimera	o__Chromatiales;s__Rheinheimera_baltica		6.651833	6540			2.0	48.7628140123	2.5714163570700004	4.169486	0.182281	3992.5	194.5
UMS_A.027.2k	UMS_A.027.2k	k__Bacteria (UID203)	5449	104	58	60.06	22.41	53.85	6410089	0	1242	1242	6365	6365	5161	5161	56860	56860		5.27			6450	60	31	13	0	0	0	8	2	UID4641	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	o__;f__;g__;s__		6.410089	6450			35.0	51.5740100042	4.37303087822	4.2992158	0.8457201578039999	3783.28571429	617.448046232
UMS_A.028.2k	UMS_A.028.2k	k__Bacteria (UID203)	5449	104	58	34.48	10.34	0.0	42038295	0	10372	10372	4154	4154	4053	4053	66280	66280		6.03			69001	79	22	2	0	0	1	5	1	UID1455	k__Bacteria;p__Actinobacteria;c__Actinobacteria	unresolved		42.038295	69001			701.0	64.9347552715	6.793608067540001	4.496619659059999	2.15301080913	4175.64194009	1972.29652275
UMS_A.029.2k	UMS_A.029.2k	k__Bacteria (UID1453)	901	171	117	29.45	5.13	0.0	13688636	0	3480	3480	3923	3923	3933	3933	45532	45532		6.33			20919	110	58	2	0	0	1	23	0	UID2142	k__Bacteria	p__Deinococcus-Thermus;c__Deinococci		13.688635999999999	20919			169.0	50.1629813722	12.0228236511	4.391494917159999	1.9983819945400003	4148.5443787	1625.20651017
UMS_A.030.2k	UMS_A.030.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	152042	0	48	48	3284	3284	3167	3167	5273	5273		2.77			247	56	0	0	0	0	0	0	0			unresolved		0.152042	247									
UMS_B.001.2k	UMS_B.001.2k	o__Actinomycetales (UID1697)	387	330	193	9.02	0.21	0.0	113952	0	33	33	3585	3585	3453	3453	7660	7660		2.04			125	272	54	4	0	0	0	30	3	UID1739	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	unresolved		0.113952	125			4.0	71.2337903678	0.8199763857879999	4.88514575	0.262674150301	4748.0	143.591434285
UMS_B.002.2k	UMS_B.002.2k	k__Bacteria (UID203)	5449	104	58	17.64	0.0	0.0	227065	0	57	57	4413	4413	3983	3983	9245	9245		5.96			241	87	17	0	0	0	0	7	0	UID1741	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	s__Nocardioides_halotolerans		0.22706500000000002	241			2.0	70.8996489349	1.05126974912	4.843030000000001	0.013482	4719.5	14.5
UMS_B.003.2k	UMS_B.003.2k	c__Alphaproteobacteria (UID3422)	26	529	308	93.9	8.36	15.87	3325479	0	265	265	27360	27360	12548	12548	75482	75482		5.64			3474	39	444	39	6	1	0	32	2	UID3440	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved		3.325479	3474			5.0	67.4801846146	0.7217883714309999	3.3624632000000005	0.171649814813	3364.4	173.002427729
UMS_B.004.2k	UMS_B.004.2k	k__Bacteria (UID203)	5449	104	58	36.21	22.62	14.75	570403	0	98	98	8278	8278	5820	5820	71482	71482		3.83			555	68	17	1	5	6	7	5	14	UID4504	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas		0.570403	555			3.0	62.2158648106	0.58947773006	4.62781266667	0.0763572654493	4332.33333333	110.551144524
UMS_B.005.2k	UMS_B.005.2k	o__Burkholderiales (UID4105)	54	553	264	99.12	10.02	5.26	5484042	0	115	115	124909	124909	47687	47687	426159	426159		2.9			5031	5	495	51	2	0	0	34	9	UID4156	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax	s__		5.484042	5031			2.0	64.4414944891	0.800416691442	4.7929635	0.8049795	4420.0	695.0
UMS_B.006.2k	UMS_B.006.2k	o__Rhizobiales (UID3450)	238	513	244	94.13	2.19	25.0	3915888	0	114	114	83757	83757	34349	34349	305673	305673		3.14			3814	44	453	16	0	0	0	26	5	UID3457	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	g__Mesorhizobium		3.915888	3814			24.0	62.6072126738	0.8484628623370001	6.505638083330001	0.897447015466	6357.66666667	868.6187151
UMS_B.007.2k	UMS_B.007.2k	root (UID1)	5656	56	24	0.0	0.0	0.0	159125	0	43	43	4063	4063	3700	3700	9249	9249		2.78			246	56	0	0	0	0	0	0	0			unresolved		0.159125	246									
UMS_B.008.2k	UMS_B.008.2k	k__Bacteria (UID203)	5449	104	58	54.31	28.94	14.04	1445217	0	223	223	9281	9281	6480	6480	49086	49086		4.95			1517	32	28	39	4	1	0	14	24	UID4505	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_2;s__Pseudomonas_stutzeri	g__Pseudomonas		1.445217	1517			2.0	62.6322452433	0.0332865906449	4.6789245	0.0301395	4408.0	34.0
UMS_B.009.2k	UMS_B.009.2k	c__Alphaproteobacteria (UID3422)	26	529	308	98.64	6.71	29.03	3724065	0	125	125	72416	72416	29792	29792	160280	160280		3.86			3663	6	492	31	0	0	0	38	4	UID3442	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	s__		3.724065	3663			3.0	66.91232147640001	0.237989743615	3.382171	0.199294673709	3393.33333333	210.556933446
UMS_B.010.2k	UMS_B.010.2k	k__Bacteria (UID203)	5449	104	58	63.64	44.04	0.0	2360013	0	362	362	10234	10234	6519	6519	213631	213631		4.72			2461	41	34	23	6	0	0	15	14	UID3439	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	unresolved		2.360013	2461			6.0	67.08147765380001	1.10859592013	3.2319815	0.331180342531	3244.5	311.161667519
UMS_B.011.2k	UMS_B.011.2k	k__Bacteria (UID203)	5449	104	58	40.86	10.34	37.5	2654543	0	701	701	3584	3584	3786	3786	64815	64815		6.2			3102	65	33	5	1	0	0	9	2	UID3435	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	g__Phenylobacterium;s__Phenylobacterium_zucineum		2.654543	3102			5.0	68.29336386760001	1.5043375526700002	4.794144999999999	0.807381777259	4457.0	715.115934657
UMS_B.012.2k	UMS_B.012.2k	k__Bacteria (UID203)	5449	104	58	96.55	36.71	0.0	8887768	0	879	879	44950	44950	10111	10111	329937	329937		4.99			9101	3	65	30	6	0	0	30	13	UID3431	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales_2;f__Hyphomonadaceae	o__Rhodobacterales;g__Hyphomonas;s__Hyphomonas_neptunium		8.887768	9101			2.0	60.932466924399996	0.997816331724	3.491393	0.213628	3418.5	158.5
UMS_B.013.2k	UMS_B.013.2k	k__Bacteria (UID203)	5449	104	58	26.25	10.92	23.81	637948	0	102	102	8567	8567	6254	6254	121325	121325		10.14			776	56	25	14	3	5	1	14	18	UID4787	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	unresolved		0.637948	776			26.0	42.8306415625	3.9621934304300006	4.44922419231	0.693044875567	4082.38461538	515.913161814
UMS_B.014.2k	UMS_B.014.2k	c__Gammaproteobacteria (UID4444)	263	507	232	66.61	28.05	17.83	3210847	0	205	205	47107	47107	15662	15662	190455	190455		5.14			3059	172	208	115	10	2	0	23	2	UID4488	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	f__Pseudomonadaceae		3.2108470000000002	3059			185.0	61.566802405299995	3.2674993009599995	5.8619976756800005	0.783738274377	5411.85945946	702.338396709
